customer_id,gender,age,city,register_date,acquisition_channel
141,F,37,台南市,2026-10-15,Referral
142,M,67,彰化縣,2025-11-22,Facebook Ads
143,F,56,台北市,2026-03-19,Referral
144,M,40,台南市,2026-09-05,電話
145,M,55,台北市,2025-06-01,Google Ads
146,M,39,桃園市,2026-06-16,Facebook Ads
147,F,66,新北市,2026-02-21,LINE
148,F,66,台中市,2026-02-22,電話
149,M,59,彰化縣,2024-03-25,Referral
150,M,57,新北市,2026-10-30,官網
151,F,75,桃園市,2024-05-17,Facebook Ads
152,M,52,台北市,2026-01-23,Google Ads
153,M,37,台中市,2026-06-24,電話
154,F,58,台中市,2025-12-13,Google Ads
155,F,79,新北市,2024-06-04,官網
156,M,39,高雄市,2025-02-11,Google Ads
157,F,47,台北市,2026-02-25,Google Ads
158,F,57,高雄市,2025-08-02,Facebook Ads
159,M,51,高雄市,2025-07-07,Facebook Ads
160,F,39,高雄市,2025-01-30,官網
161,M,67,新北市,2026-03-20,Google Ads
162,F,82,彰化縣,2026-08-19,合作通路
163,F,55,新北市,2025-06-25,LINE
164,F,40,新北市,2026-10-29,LINE
165,M,32,台中市,2026-09-13,LINE
166,F,55,台北市,2024-06-18,官網
167,M,66,台中市,2024-10-16,Google Ads
168,M,58,高雄市,2026-01-09,合作通路
169,M,52,台中市,2025-08-10,LINE
170,F,44,台北市,2026-01-04,Google Ads
171,F,38,桃園市,2025-04-01,官網
172,M,63,台北市,2025-12-01,LINE
173,F,64,台中市,2026-09-05,Google Ads
174,M,32,台中市,2024-02-15,Referral
175,F,73,桃園市,2026-11-06,Google Ads
176,M,59,台中市,2024-08-18,官網
177,F,70,新北市,2026-08-07,合作通路
178,M,35,新北市,2025-09-28,Facebook Ads
179,F,34,高雄市,2024-04-21,Facebook Ads
180,M,50,高雄市,2025-08-15,Google Ads
181,M,59,桃園市,2026-05-08,Google Ads
182,M,75,台中市,2025-01-25,Google Ads
183,F,61,台中市,2025-01-26,電話
184,F,49,台中市,2024-11-23,Referral
185,M,39,台中市,2026-01-16,電話
186,F,68,台中市,2025-01-01,Facebook Ads
187,F,39,台北市,2024-03-22,電話
188,F,73,新北市,2026-03-16,LINE
189,F,48,高雄市,2026-04-01,Facebook Ads
190,M,73,台北市,2026-08-09,LINE
191,M,61,高雄市,2025-01-06,Google Ads
192,F,50,台北市,2024-09-20,合作通路
193,F,45,台中市,2024-04-19,官網
194,F,48,新北市,2024-11-02,電話
195,M,58,台中市,2024-08-13,官網
196,M,53,台中市,2024-07-03,官網
197,F,44,台北市,2026-08-21,Google Ads
198,F,50,彰化縣,2024-01-31,LINE
199,F,53,桃園市,2025-09-05,電話
200,F,24,台中市,2024-04-08,Google Ads
201,F,58,台南市,2026-03-21,合作通路
202,M,39,桃園市,2025-10-13,LINE
203,M,37,高雄市,2026-03-24,Facebook Ads
204,F,30,台南市,2026-10-16,LINE
205,F,29,台北市,2026-09-04,電話
206,M,34,台中市,2024-03-28,LINE
207,M,43,新北市,2026-12-22,官網
208,F,77,新北市,2026-07-10,LINE
209,M,45,新北市,2025-08-08,官網
210,M,54,新北市,2026-03-28,Google Ads
211,F,57,彰化縣,2026-07-20,Google Ads
212,F,54,彰化縣,2026-03-07,Google Ads
213,F,51,台南市,2026-10-15,Facebook Ads
214,M,36,桃園市,2026-10-09,Facebook Ads
215,F,71,彰化縣,2026-08-30,官網
216,M,75,台中市,2025-09-24,LINE
217,M,30,台中市,2024-12-11,Google Ads
218,F,39,新北市,2025-12-24,Google Ads
219,F,48,台南市,2026-06-19,Google Ads
220,F,39,新北市,2026-11-03,Facebook Ads
221,F,59,桃園市,2024-05-15,Google Ads
222,F,43,台中市,2025-01-31,LINE
223,M,80,台中市,2026-03-02,Facebook Ads
224,M,67,桃園市,2024-03-19,LINE
225,M,55,台中市,2025-12-05,電話
226,M,65,台北市,2026-09-08,Facebook Ads
227,F,66,台中市,2026-12-10,Google Ads
228,M,45,台北市,2026-01-13,Facebook Ads
229,F,41,高雄市,2025-01-18,Google Ads
230,F,53,台北市,2025-01-09,Google Ads
231,F,63,新北市,2024-07-24,電話
232,F,54,台中市,2025-05-03,Facebook Ads
233,F,31,桃園市,2026-05-30,合作通路
234,F,42,台北市,2025-09-23,Google Ads
235,M,51,高雄市,2025-08-14,電話
236,F,51,桃園市,2026-12-01,官網
237,M,78,台中市,2025-06-16,Facebook Ads
238,M,34,台南市,2025-06-05,Facebook Ads
239,F,59,高雄市,2026-04-04,官網
240,M,71,台北市,2025-08-20,Referral
241,F,82,台中市,2024-04-22,Facebook Ads
242,F,47,彰化縣,2026-01-03,Google Ads
243,F,58,桃園市,2024-11-13,Facebook Ads
244,M,59,台中市,2026-09-22,Google Ads
245,M,55,台北市,2024-07-31,合作通路
246,F,51,桃園市,2024-09-09,官網
247,M,58,高雄市,2024-05-03,Google Ads
248,F,19,桃園市,2025-09-15,Facebook Ads
249,F,61,台北市,2026-12-24,Google Ads
250,F,54,高雄市,2026-06-16,Referral
251,M,49,台北市,2024-09-03,Referral
252,M,79,台中市,2025-03-16,Google Ads
253,F,43,高雄市,2024-02-14,LINE
254,M,47,新竹市,2025-10-19,合作通路
255,M,78,台北市,2026-05-29,Google Ads
256,F,41,新北市,2026-10-13,Facebook Ads
257,F,45,高雄市,2025-07-07,Facebook Ads
258,F,50,新北市,2026-03-19,Google Ads
259,F,63,台南市,2026-08-28,Google Ads
260,M,55,桃園市,2025-12-30,合作通路
261,F,35,台中市,2026-10-17,官網
262,F,45,新竹市,2026-08-11,Facebook Ads
263,M,44,桃園市,2026-12-26,Facebook Ads
264,F,51,台南市,2026-11-30,電話
265,F,58,高雄市,2024-04-08,Facebook Ads
266,F,57,台南市,2026-05-21,Facebook Ads
267,F,29,台中市,2024-10-27,Google Ads
268,F,66,台北市,2025-05-02,電話
269,M,55,台南市,2026-10-01,Google Ads
270,M,70,台中市,2025-04-21,Google Ads
271,F,58,台中市,2026-05-10,LINE
272,F,66,桃園市,2026-03-19,Google Ads
273,F,58,台南市,2025-06-01,合作通路
274,F,70,台中市,2025-04-03,官網
275,F,59,台南市,2024-08-17,Google Ads
276,F,51,高雄市,2024-01-08,Google Ads
277,F,82,新北市,2024-07-13,官網
278,F,64,台南市,2026-11-08,Facebook Ads
279,F,59,台北市,2024-12-19,電話
280,F,35,台中市,2026-12-08,LINE
281,F,35,台中市,2025-04-08,LINE
282,M,56,新北市,2024-12-21,合作通路
283,M,54,新北市,2026-04-29,Facebook Ads
284,M,44,桃園市,2026-08-31,LINE
285,F,54,桃園市,2024-03-06,官網
286,M,73,新北市,2026-05-08,電話
287,F,61,桃園市,2025-07-24,官網
288,F,37,台中市,2024-11-03,官網
289,M,51,台中市,2026-02-21,Facebook Ads
290,F,42,台南市,2024-04-30,LINE
291,M,47,台中市,2026-02-04,Google Ads
292,M,47,台中市,2026-02-11,官網
293,F,46,高雄市,2024-04-05,Facebook Ads
294,M,36,台北市,2026-09-13,Google Ads
295,M,50,台南市,2025-06-23,合作通路
296,F,45,台中市,2024-01-02,Facebook Ads
297,F,18,台中市,2025-08-02,Google Ads
298,M,79,台北市,2024-11-28,Facebook Ads
299,F,66,新北市,2026-11-13,Facebook Ads
300,M,47,台北市,2026-01-11,LINE
301,M,52,新北市,2025-05-20,Google Ads
302,F,37,台南市,2026-09-26,Google Ads
303,F,74,彰化縣,2026-01-02,Facebook Ads
304,F,77,台中市,2025-05-28,Facebook Ads
305,F,54,新北市,2026-06-13,Google Ads
306,F,65,新北市,2024-12-26,LINE
307,F,54,彰化縣,2024-09-30,Facebook Ads
308,M,35,新竹市,2024-06-25,Google Ads
309,F,47,台中市,2025-06-10,Referral
310,M,54,桃園市,2026-07-01,Referral
311,M,46,台北市,2024-10-05,Google Ads
312,M,49,台中市,2025-12-06,Google Ads
313,M,51,台中市,2024-03-04,LINE
314,F,51,新北市,2024-10-16,官網
315,F,53,新北市,2024-01-18,合作通路
316,F,38,台中市,2024-03-04,Facebook Ads
317,M,43,高雄市,2024-11-25,官網
318,M,35,台中市,2026-02-01,Referral
319,M,65,新北市,2026-11-06,LINE
320,M,25,台北市,2025-03-18,Google Ads
321,F,67,台中市,2024-05-20,Facebook Ads
322,F,70,台北市,2025-03-19,Google Ads
323,F,48,台中市,2025-05-10,Google Ads
324,M,18,新北市,2025-03-01,電話
325,F,47,台中市,2025-03-25,Facebook Ads
326,F,51,新北市,2024-12-16,Google Ads
327,F,39,台中市,2025-08-21,Referral
328,F,45,高雄市,2025-12-11,LINE
329,M,72,桃園市,2026-05-19,Facebook Ads
330,M,61,台中市,2025-01-27,Facebook Ads
331,M,40,新北市,2026-04-21,Facebook Ads
332,F,31,台中市,2025-02-04,Google Ads
333,M,48,新北市,2024-02-19,Referral
334,M,49,台中市,2026-01-13,Google Ads
335,M,58,新北市,2026-06-24,官網
336,M,45,新北市,2026-11-01,Google Ads
337,F,59,彰化縣,2026-09-17,合作通路
338,F,77,新北市,2026-11-04,官網
339,F,63,新北市,2024-01-28,Referral
340,M,51,台北市,2025-01-22,Facebook Ads
341,F,50,彰化縣,2026-04-12,電話
342,F,47,桃園市,2024-09-06,Referral
343,M,67,台中市,2024-04-07,官網
344,M,44,台南市,2026-11-28,Google Ads
345,M,53,台北市,2026-11-27,Google Ads
346,F,53,台南市,2024-06-27,Google Ads
347,F,45,台南市,2026-06-10,Google Ads
348,M,34,台中市,2026-01-19,電話
349,M,56,高雄市,2025-03-28,LINE
350,F,51,台中市,2024-04-06,LINE
351,F,59,台中市,2024-11-04,Facebook Ads
352,F,45,台中市,2024-09-18,Google Ads
353,F,68,桃園市,2024-10-19,Google Ads
354,M,41,台中市,2024-09-05,LINE
355,M,74,台中市,2024-09-01,電話
356,F,29,高雄市,2024-09-07,Facebook Ads
357,M,58,台中市,2024-05-02,官網
358,F,58,台中市,2024-11-20,LINE
359,F,42,台中市,2026-09-12,Referral
360,F,58,台北市,2025-05-15,Facebook Ads
361,M,69,新北市,2025-11-17,LINE
362,F,23,台中市,2026-12-25,Google Ads
363,F,59,新竹市,2026-04-15,Facebook Ads
364,F,20,高雄市,2024-02-28,LINE
365,F,39,台北市,2025-12-31,電話
366,M,73,台北市,2024-09-22,Google Ads
367,F,44,台北市,2024-08-23,Google Ads
368,F,37,高雄市,2026-06-16,官網
369,M,49,台中市,2024-08-05,Facebook Ads
370,M,79,台中市,2026-09-01,LINE
371,M,28,台南市,2025-08-11,Referral
372,M,38,台中市,2026-07-05,LINE
373,M,71,台北市,2026-07-06,官網
374,F,76,台南市,2024-12-18,官網
375,M,51,高雄市,2024-03-31,電話
376,M,36,台北市,2025-12-02,官網
377,F,79,高雄市,2024-03-13,Google Ads
378,M,73,台中市,2025-11-15,Facebook Ads
379,F,61,桃園市,2025-12-22,合作通路
380,M,41,新北市,2026-08-15,Google Ads
381,M,51,桃園市,2026-11-21,官網
382,F,50,彰化縣,2025-10-09,Referral
383,F,56,彰化縣,2026-01-29,官網
384,F,71,彰化縣,2026-05-20,Facebook Ads
385,F,63,新北市,2024-05-22,Google Ads
386,F,38,台北市,2026-08-06,Facebook Ads
387,M,70,新北市,2024-02-13,Google Ads
388,M,56,高雄市,2024-02-01,合作通路
389,F,61,台南市,2024-01-28,電話
390,F,71,台中市,2026-10-16,電話
391,F,38,彰化縣,2025-02-26,LINE
392,M,52,桃園市,2025-05-05,Google Ads
393,M,45,新竹市,2024-06-08,Facebook Ads
394,F,32,台南市,2026-04-24,Facebook Ads
395,M,57,台中市,2024-01-18,LINE
396,F,85,台中市,2025-11-02,LINE
397,F,28,台中市,2024-08-19,LINE
398,M,52,台中市,2025-02-27,LINE
399,F,60,高雄市,2026-06-22,合作通路
400,F,54,桃園市,2026-01-24,Facebook Ads
401,M,51,台南市,2026-04-16,官網
402,F,35,高雄市,2026-06-12,Facebook Ads
403,F,55,台中市,2024-08-26,LINE
404,F,42,台中市,2024-05-28,Google Ads
405,M,24,台中市,2025-09-14,LINE
406,F,68,台北市,2024-01-17,Facebook Ads
407,M,64,新北市,2026-07-02,Google Ads
408,M,53,台中市,2024-08-13,電話
409,F,55,台北市,2025-10-13,Google Ads
410,M,66,台中市,2024-09-16,Facebook Ads
411,M,55,高雄市,2025-11-04,LINE
412,F,64,新北市,2024-06-22,LINE
413,F,48,新北市,2024-07-23,電話
414,F,69,台北市,2025-02-18,官網
415,F,56,彰化縣,2026-03-02,Facebook Ads
416,M,55,台中市,2026-12-24,Google Ads
417,M,35,新北市,2025-06-01,電話
418,M,56,桃園市,2026-12-26,Facebook Ads
419,F,41,新北市,2026-09-05,Referral
420,F,44,彰化縣,2026-10-06,Facebook Ads
421,F,41,台北市,2025-08-12,電話
422,F,38,新北市,2024-03-07,合作通路
423,M,80,台中市,2025-11-14,官網
424,F,69,高雄市,2024-03-03,LINE
425,M,77,台中市,2026-03-24,官網
426,F,36,台中市,2025-02-06,LINE
427,M,53,新北市,2024-07-10,官網
428,F,35,新北市,2024-03-11,Google Ads
429,M,43,台中市,2026-05-27,官網
430,M,40,高雄市,2026-01-10,Google Ads
431,M,68,高雄市,2026-08-03,Google Ads
432,F,47,台中市,2026-12-22,官網
433,F,66,新北市,2024-09-01,Google Ads
434,M,60,桃園市,2025-06-02,電話
435,M,82,新北市,2025-01-27,Referral
436,F,33,台北市,2026-02-10,合作通路
437,M,68,台北市,2026-06-29,官網
438,F,67,高雄市,2024-07-02,LINE
439,F,39,彰化縣,2024-09-03,Facebook Ads
440,M,65,高雄市,2024-11-19,LINE
441,M,56,台中市,2024-06-08,Google Ads
442,F,49,新北市,2025-12-06,Facebook Ads
443,M,41,台南市,2025-09-13,電話
444,M,43,台中市,2026-07-13,Google Ads
445,F,79,新竹市,2024-03-06,Facebook Ads
446,F,52,彰化縣,2026-07-18,電話
447,F,62,台中市,2024-09-10,Google Ads
448,F,42,彰化縣,2024-10-09,Facebook Ads
449,M,42,台北市,2026-12-19,Google Ads
450,M,66,台南市,2024-04-27,電話
451,F,34,台北市,2025-02-26,官網
452,F,47,台北市,2025-07-09,官網
453,M,52,高雄市,2024-02-05,Google Ads
454,F,53,桃園市,2025-06-14,官網
455,M,50,台中市,2024-03-31,官網
456,F,57,新北市,2024-04-07,Facebook Ads
457,M,61,台中市,2025-06-14,LINE
458,F,62,台北市,2025-06-21,官網
459,M,39,台北市,2026-11-17,LINE
460,M,48,新北市,2024-03-20,官網
461,M,68,台北市,2025-07-16,Google Ads
462,F,64,台中市,2025-09-05,LINE
463,F,34,台中市,2024-06-24,LINE
464,F,57,台中市,2025-06-05,LINE
465,F,26,新北市,2025-02-26,LINE
466,M,53,彰化縣,2025-07-29,Referral
467,M,77,台中市,2025-06-14,電話
468,F,40,彰化縣,2024-11-27,官網
469,M,41,桃園市,2025-10-14,電話
470,F,62,高雄市,2026-01-09,Google Ads
471,M,32,高雄市,2025-05-25,電話
472,F,44,台南市,2024-02-11,LINE
473,M,60,台中市,2026-06-03,Facebook Ads
474,F,44,新北市,2024-03-21,Google Ads
475,F,49,高雄市,2025-02-05,Google Ads
476,F,62,新北市,2024-04-16,Google Ads
477,M,57,台南市,2025-05-20,Google Ads
478,F,55,台中市,2025-12-20,Google Ads
479,F,48,高雄市,2024-09-13,電話
480,F,57,新北市,2026-08-11,Facebook Ads
481,F,50,台北市,2026-07-21,Facebook Ads
482,F,58,台北市,2026-12-07,電話
483,F,46,高雄市,2026-06-15,Google Ads
484,F,50,台南市,2024-01-19,Referral
485,F,39,新北市,2026-12-05,官網
486,F,52,台南市,2025-03-26,Facebook Ads
487,M,41,台北市,2026-06-16,Google Ads
488,M,38,台中市,2026-12-15,Google Ads
489,F,55,台中市,2026-01-10,Facebook Ads
490,F,55,台中市,2024-03-22,Google Ads
491,F,62,台北市,2026-01-06,Facebook Ads
492,F,46,台北市,2024-03-19,Google Ads
493,M,57,高雄市,2024-10-09,官網
494,M,59,桃園市,2026-09-23,Google Ads
495,F,58,台中市,2024-06-08,電話
496,M,41,台中市,2026-06-06,Google Ads
497,F,54,台中市,2025-04-12,電話
498,M,57,新北市,2026-05-02,Google Ads
499,F,52,台中市,2025-04-06,電話
500,F,25,台中市,2026-05-03,Facebook Ads
501,F,54,彰化縣,2024-04-26,官網
502,F,81,桃園市,2024-12-29,Google Ads
503,M,47,台中市,2025-04-10,LINE
504,F,43,台北市,2024-07-02,Google Ads
505,F,57,台北市,2025-10-21,LINE
506,M,56,桃園市,2024-03-15,Google Ads
507,F,68,新北市,2026-04-05,LINE
508,F,36,台中市,2025-05-17,Google Ads
509,F,62,桃園市,2026-03-05,Google Ads
510,F,60,台北市,2025-08-09,官網
511,F,50,台中市,2025-10-17,合作通路
512,M,56,台北市,2025-11-30,LINE
513,F,65,新北市,2025-09-26,官網
514,F,63,台北市,2026-04-23,LINE
515,M,37,台中市,2026-04-14,LINE
516,M,63,台北市,2026-02-02,Google Ads
517,M,51,台中市,2024-12-23,Google Ads
518,F,53,桃園市,2025-11-22,Referral
519,F,53,台中市,2025-09-13,LINE
520,M,50,台中市,2025-04-26,官網
521,F,67,高雄市,2026-09-06,LINE
522,M,51,桃園市,2026-09-04,Facebook Ads
523,F,37,桃園市,2024-10-16,Facebook Ads
524,F,47,新北市,2026-01-21,LINE
525,F,54,台中市,2024-01-23,Google Ads
526,F,68,桃園市,2026-03-16,Facebook Ads
527,M,60,高雄市,2024-06-20,LINE
528,M,41,台中市,2026-04-14,合作通路
529,M,84,彰化縣,2024-11-13,Facebook Ads
530,F,55,台中市,2026-06-26,官網
531,F,69,新竹市,2026-03-08,Google Ads
532,F,50,台南市,2026-09-17,Google Ads
533,F,59,高雄市,2026-05-04,Referral
534,F,63,彰化縣,2025-11-11,電話
535,F,68,桃園市,2026-07-04,Facebook Ads
536,F,66,台中市,2026-10-26,LINE
537,F,63,台北市,2026-04-22,Google Ads
538,M,48,台中市,2025-04-27,官網
539,F,45,台北市,2024-05-11,Google Ads
540,M,56,桃園市,2026-05-10,電話
541,F,64,台北市,2024-10-20,LINE
542,F,49,台北市,2025-10-02,Facebook Ads
543,M,66,新北市,2026-09-26,Referral
544,F,71,台南市,2025-01-26,合作通路
545,F,40,台中市,2024-09-05,Facebook Ads
546,M,41,台北市,2025-12-03,電話
547,M,50,台中市,2024-10-13,電話
548,F,56,高雄市,2024-10-03,電話
549,F,45,台中市,2025-01-21,合作通路
550,F,70,高雄市,2025-03-25,LINE
551,F,58,台中市,2024-10-17,官網
552,F,53,台中市,2025-03-18,電話
553,F,33,彰化縣,2025-10-17,LINE
554,F,35,台中市,2026-12-04,LINE
555,F,56,台北市,2026-04-06,Facebook Ads
556,M,24,台中市,2025-04-20,電話
557,M,65,新北市,2024-09-09,官網
558,M,50,新北市,2024-10-15,LINE
559,F,85,台北市,2026-09-26,LINE
560,F,82,台中市,2024-01-21,Google Ads
561,F,50,台北市,2024-11-11,Google Ads
562,M,51,高雄市,2025-07-17,LINE
563,M,65,桃園市,2024-05-02,LINE
564,M,74,新北市,2026-05-23,電話
565,M,31,新北市,2026-08-17,LINE
566,F,29,台中市,2024-08-01,合作通路
567,M,44,台中市,2026-04-18,Google Ads
568,M,60,台中市,2025-10-08,合作通路
569,F,58,台中市,2026-08-25,Facebook Ads
570,M,66,台中市,2025-12-30,官網
571,F,36,新北市,2025-08-22,LINE
572,F,22,新北市,2026-03-02,Facebook Ads
573,M,63,彰化縣,2024-02-09,Google Ads
574,F,41,台中市,2026-01-21,Google Ads
575,F,26,高雄市,2026-07-31,電話
576,F,54,桃園市,2025-10-09,Facebook Ads
577,M,62,新北市,2024-06-30,合作通路
578,F,50,台中市,2024-09-21,Facebook Ads
579,F,46,台中市,2026-02-09,合作通路
580,M,50,台中市,2026-05-12,Google Ads
581,F,47,台北市,2025-03-07,Google Ads
582,F,34,桃園市,2025-05-23,Facebook Ads
583,F,43,台中市,2025-03-22,Referral
584,M,59,台中市,2025-06-11,LINE
585,F,56,高雄市,2026-05-24,Google Ads
586,M,54,桃園市,2025-10-30,Google Ads
587,M,39,新北市,2026-04-26,Facebook Ads
588,M,50,高雄市,2024-03-10,官網
589,M,24,台北市,2026-03-26,Facebook Ads
590,M,54,台中市,2026-11-04,電話
591,M,71,台北市,2026-12-19,官網
592,F,33,新北市,2025-03-21,Referral
593,M,44,彰化縣,2026-10-22,LINE
594,M,56,台中市,2024-01-19,Facebook Ads
595,F,68,新北市,2025-07-14,合作通路
596,F,46,台北市,2025-04-16,Facebook Ads
597,F,43,新北市,2024-01-28,LINE
598,M,26,台中市,2025-07-13,電話
599,M,53,台北市,2025-08-30,Google Ads
600,M,79,桃園市,2025-04-02,Facebook Ads
601,M,56,新北市,2026-08-02,Google Ads
602,M,52,新北市,2026-09-10,Google Ads
603,M,56,台中市,2026-05-17,Google Ads
604,M,52,台中市,2026-10-12,Google Ads
605,M,41,台北市,2024-01-29,Facebook Ads
606,F,63,台南市,2025-10-30,電話
607,M,55,新竹市,2026-04-05,官網
608,M,52,台北市,2026-03-26,官網
609,F,39,台北市,2024-10-05,LINE
610,F,69,台南市,2024-10-09,電話
611,M,61,台北市,2026-09-29,Referral
612,F,45,新北市,2024-10-31,Referral
613,F,65,台中市,2025-11-24,電話
614,M,46,桃園市,2024-04-18,Google Ads
615,F,42,新北市,2024-11-19,官網
616,F,42,桃園市,2025-04-02,官網
617,M,29,桃園市,2025-04-26,LINE
618,M,58,台中市,2026-07-10,LINE
619,F,28,高雄市,2025-06-03,Google Ads
620,F,36,桃園市,2026-12-12,Google Ads
621,M,25,台北市,2025-01-25,Referral
622,M,51,台中市,2026-02-09,官網
