date_id,full_date,year,quarter,month,month_name,week,day,day_of_week,day_name
20240330,2024-03-30,2024,1,3,March,13,30,5,Saturday
20240331,2024-03-31,2024,1,3,March,13,31,6,Sunday
20240401,2024-04-01,2024,2,4,April,14,1,0,Monday
20240402,2024-04-02,2024,2,4,April,14,2,1,Tuesday
20240403,2024-04-03,2024,2,4,April,14,3,2,Wednesday
20240404,2024-04-04,2024,2,4,April,14,4,3,Thursday
20240405,2024-04-05,2024,2,4,April,14,5,4,Friday
20240406,2024-04-06,2024,2,4,April,14,6,5,Saturday
20240407,2024-04-07,2024,2,4,April,14,7,6,Sunday
20240408,2024-04-08,2024,2,4,April,15,8,0,Monday
20240409,2024-04-09,2024,2,4,April,15,9,1,Tuesday
20240410,2024-04-10,2024,2,4,April,15,10,2,Wednesday
20240411,2024-04-11,2024,2,4,April,15,11,3,Thursday
20240412,2024-04-12,2024,2,4,April,15,12,4,Friday
20240413,2024-04-13,2024,2,4,April,15,13,5,Saturday
20240414,2024-04-14,2024,2,4,April,15,14,6,Sunday
20240415,2024-04-15,2024,2,4,April,16,15,0,Monday
20240416,2024-04-16,2024,2,4,April,16,16,1,Tuesday
20240417,2024-04-17,2024,2,4,April,16,17,2,Wednesday
20240418,2024-04-18,2024,2,4,April,16,18,3,Thursday
20240419,2024-04-19,2024,2,4,April,16,19,4,Friday
20240420,2024-04-20,2024,2,4,April,16,20,5,Saturday
20240421,2024-04-21,2024,2,4,April,16,21,6,Sunday
20240422,2024-04-22,2024,2,4,April,17,22,0,Monday
20240423,2024-04-23,2024,2,4,April,17,23,1,Tuesday
20240424,2024-04-24,2024,2,4,April,17,24,2,Wednesday
20240425,2024-04-25,2024,2,4,April,17,25,3,Thursday
20240426,2024-04-26,2024,2,4,April,17,26,4,Friday
20240427,2024-04-27,2024,2,4,April,17,27,5,Saturday
20240428,2024-04-28,2024,2,4,April,17,28,6,Sunday
20240429,2024-04-29,2024,2,4,April,18,29,0,Monday
20240430,2024-04-30,2024,2,4,April,18,30,1,Tuesday
20240501,2024-05-01,2024,2,5,May,18,1,2,Wednesday
20240502,2024-05-02,2024,2,5,May,18,2,3,Thursday
20240503,2024-05-03,2024,2,5,May,18,3,4,Friday
20240504,2024-05-04,2024,2,5,May,18,4,5,Saturday
20240505,2024-05-05,2024,2,5,May,18,5,6,Sunday
20240506,2024-05-06,2024,2,5,May,19,6,0,Monday
20240507,2024-05-07,2024,2,5,May,19,7,1,Tuesday
20240508,2024-05-08,2024,2,5,May,19,8,2,Wednesday
20240509,2024-05-09,2024,2,5,May,19,9,3,Thursday
20240510,2024-05-10,2024,2,5,May,19,10,4,Friday
20240511,2024-05-11,2024,2,5,May,19,11,5,Saturday
20240512,2024-05-12,2024,2,5,May,19,12,6,Sunday
20240513,2024-05-13,2024,2,5,May,20,13,0,Monday
20240514,2024-05-14,2024,2,5,May,20,14,1,Tuesday
20240515,2024-05-15,2024,2,5,May,20,15,2,Wednesday
20240516,2024-05-16,2024,2,5,May,20,16,3,Thursday
20240517,2024-05-17,2024,2,5,May,20,17,4,Friday
20240518,2024-05-18,2024,2,5,May,20,18,5,Saturday
20240519,2024-05-19,2024,2,5,May,20,19,6,Sunday
20240520,2024-05-20,2024,2,5,May,21,20,0,Monday
20240521,2024-05-21,2024,2,5,May,21,21,1,Tuesday
20240522,2024-05-22,2024,2,5,May,21,22,2,Wednesday
20240523,2024-05-23,2024,2,5,May,21,23,3,Thursday
20240524,2024-05-24,2024,2,5,May,21,24,4,Friday
20240525,2024-05-25,2024,2,5,May,21,25,5,Saturday
20240526,2024-05-26,2024,2,5,May,21,26,6,Sunday
20240527,2024-05-27,2024,2,5,May,22,27,0,Monday
20240528,2024-05-28,2024,2,5,May,22,28,1,Tuesday
20240529,2024-05-29,2024,2,5,May,22,29,2,Wednesday
20240530,2024-05-30,2024,2,5,May,22,30,3,Thursday
20240531,2024-05-31,2024,2,5,May,22,31,4,Friday
20240601,2024-06-01,2024,2,6,June,22,1,5,Saturday
20240602,2024-06-02,2024,2,6,June,22,2,6,Sunday
20240603,2024-06-03,2024,2,6,June,23,3,0,Monday
20240604,2024-06-04,2024,2,6,June,23,4,1,Tuesday
20240605,2024-06-05,2024,2,6,June,23,5,2,Wednesday
20240606,2024-06-06,2024,2,6,June,23,6,3,Thursday
20240607,2024-06-07,2024,2,6,June,23,7,4,Friday
20240608,2024-06-08,2024,2,6,June,23,8,5,Saturday
20240609,2024-06-09,2024,2,6,June,23,9,6,Sunday
20240610,2024-06-10,2024,2,6,June,24,10,0,Monday
20240611,2024-06-11,2024,2,6,June,24,11,1,Tuesday
20240612,2024-06-12,2024,2,6,June,24,12,2,Wednesday
20240613,2024-06-13,2024,2,6,June,24,13,3,Thursday
20240614,2024-06-14,2024,2,6,June,24,14,4,Friday
20240615,2024-06-15,2024,2,6,June,24,15,5,Saturday
20240616,2024-06-16,2024,2,6,June,24,16,6,Sunday
20240617,2024-06-17,2024,2,6,June,25,17,0,Monday
20240618,2024-06-18,2024,2,6,June,25,18,1,Tuesday
20240619,2024-06-19,2024,2,6,June,25,19,2,Wednesday
20240620,2024-06-20,2024,2,6,June,25,20,3,Thursday
20240621,2024-06-21,2024,2,6,June,25,21,4,Friday
20240622,2024-06-22,2024,2,6,June,25,22,5,Saturday
20240623,2024-06-23,2024,2,6,June,25,23,6,Sunday
20240624,2024-06-24,2024,2,6,June,26,24,0,Monday
20240625,2024-06-25,2024,2,6,June,26,25,1,Tuesday
20240626,2024-06-26,2024,2,6,June,26,26,2,Wednesday
20240627,2024-06-27,2024,2,6,June,26,27,3,Thursday
20240628,2024-06-28,2024,2,6,June,26,28,4,Friday
20240629,2024-06-29,2024,2,6,June,26,29,5,Saturday
20240630,2024-06-30,2024,2,6,June,26,30,6,Sunday
20240701,2024-07-01,2024,3,7,July,27,1,0,Monday
20240702,2024-07-02,2024,3,7,July,27,2,1,Tuesday
20240703,2024-07-03,2024,3,7,July,27,3,2,Wednesday
20240704,2024-07-04,2024,3,7,July,27,4,3,Thursday
20240705,2024-07-05,2024,3,7,July,27,5,4,Friday
20240706,2024-07-06,2024,3,7,July,27,6,5,Saturday
20240707,2024-07-07,2024,3,7,July,27,7,6,Sunday
20240708,2024-07-08,2024,3,7,July,28,8,0,Monday
20240709,2024-07-09,2024,3,7,July,28,9,1,Tuesday
20240710,2024-07-10,2024,3,7,July,28,10,2,Wednesday
20240711,2024-07-11,2024,3,7,July,28,11,3,Thursday
20240712,2024-07-12,2024,3,7,July,28,12,4,Friday
20240713,2024-07-13,2024,3,7,July,28,13,5,Saturday
20240714,2024-07-14,2024,3,7,July,28,14,6,Sunday
20240715,2024-07-15,2024,3,7,July,29,15,0,Monday
20240716,2024-07-16,2024,3,7,July,29,16,1,Tuesday
20240717,2024-07-17,2024,3,7,July,29,17,2,Wednesday
20240718,2024-07-18,2024,3,7,July,29,18,3,Thursday
20240719,2024-07-19,2024,3,7,July,29,19,4,Friday
20240720,2024-07-20,2024,3,7,July,29,20,5,Saturday
20240721,2024-07-21,2024,3,7,July,29,21,6,Sunday
20240722,2024-07-22,2024,3,7,July,30,22,0,Monday
20240723,2024-07-23,2024,3,7,July,30,23,1,Tuesday
20240724,2024-07-24,2024,3,7,July,30,24,2,Wednesday
20240725,2024-07-25,2024,3,7,July,30,25,3,Thursday
20240726,2024-07-26,2024,3,7,July,30,26,4,Friday
20240727,2024-07-27,2024,3,7,July,30,27,5,Saturday
20240728,2024-07-28,2024,3,7,July,30,28,6,Sunday
20240729,2024-07-29,2024,3,7,July,31,29,0,Monday
20240730,2024-07-30,2024,3,7,July,31,30,1,Tuesday
20240731,2024-07-31,2024,3,7,July,31,31,2,Wednesday
20240801,2024-08-01,2024,3,8,August,31,1,3,Thursday
20240802,2024-08-02,2024,3,8,August,31,2,4,Friday
20240803,2024-08-03,2024,3,8,August,31,3,5,Saturday
20240804,2024-08-04,2024,3,8,August,31,4,6,Sunday
20240805,2024-08-05,2024,3,8,August,32,5,0,Monday
20240806,2024-08-06,2024,3,8,August,32,6,1,Tuesday
20240807,2024-08-07,2024,3,8,August,32,7,2,Wednesday
20240808,2024-08-08,2024,3,8,August,32,8,3,Thursday
20240809,2024-08-09,2024,3,8,August,32,9,4,Friday
20240810,2024-08-10,2024,3,8,August,32,10,5,Saturday
20240811,2024-08-11,2024,3,8,August,32,11,6,Sunday
20240812,2024-08-12,2024,3,8,August,33,12,0,Monday
20240813,2024-08-13,2024,3,8,August,33,13,1,Tuesday
20240814,2024-08-14,2024,3,8,August,33,14,2,Wednesday
20240815,2024-08-15,2024,3,8,August,33,15,3,Thursday
20240816,2024-08-16,2024,3,8,August,33,16,4,Friday
20240817,2024-08-17,2024,3,8,August,33,17,5,Saturday
20240818,2024-08-18,2024,3,8,August,33,18,6,Sunday
20240819,2024-08-19,2024,3,8,August,34,19,0,Monday
20240820,2024-08-20,2024,3,8,August,34,20,1,Tuesday
20240821,2024-08-21,2024,3,8,August,34,21,2,Wednesday
20240822,2024-08-22,2024,3,8,August,34,22,3,Thursday
20240823,2024-08-23,2024,3,8,August,34,23,4,Friday
20240824,2024-08-24,2024,3,8,August,34,24,5,Saturday
20240825,2024-08-25,2024,3,8,August,34,25,6,Sunday
20240826,2024-08-26,2024,3,8,August,35,26,0,Monday
20240827,2024-08-27,2024,3,8,August,35,27,1,Tuesday
20240828,2024-08-28,2024,3,8,August,35,28,2,Wednesday
20240829,2024-08-29,2024,3,8,August,35,29,3,Thursday
20240830,2024-08-30,2024,3,8,August,35,30,4,Friday
20240831,2024-08-31,2024,3,8,August,35,31,5,Saturday
20240901,2024-09-01,2024,3,9,September,35,1,6,Sunday
20240902,2024-09-02,2024,3,9,September,36,2,0,Monday
20240903,2024-09-03,2024,3,9,September,36,3,1,Tuesday
20240904,2024-09-04,2024,3,9,September,36,4,2,Wednesday
20240905,2024-09-05,2024,3,9,September,36,5,3,Thursday
20240906,2024-09-06,2024,3,9,September,36,6,4,Friday
20240907,2024-09-07,2024,3,9,September,36,7,5,Saturday
20240908,2024-09-08,2024,3,9,September,36,8,6,Sunday
20240909,2024-09-09,2024,3,9,September,37,9,0,Monday
20240910,2024-09-10,2024,3,9,September,37,10,1,Tuesday
20240911,2024-09-11,2024,3,9,September,37,11,2,Wednesday
20240912,2024-09-12,2024,3,9,September,37,12,3,Thursday
20240913,2024-09-13,2024,3,9,September,37,13,4,Friday
20240914,2024-09-14,2024,3,9,September,37,14,5,Saturday
20240915,2024-09-15,2024,3,9,September,37,15,6,Sunday
20240916,2024-09-16,2024,3,9,September,38,16,0,Monday
20240917,2024-09-17,2024,3,9,September,38,17,1,Tuesday
20240918,2024-09-18,2024,3,9,September,38,18,2,Wednesday
20240919,2024-09-19,2024,3,9,September,38,19,3,Thursday
20240920,2024-09-20,2024,3,9,September,38,20,4,Friday
20240921,2024-09-21,2024,3,9,September,38,21,5,Saturday
20240922,2024-09-22,2024,3,9,September,38,22,6,Sunday
20240923,2024-09-23,2024,3,9,September,39,23,0,Monday
20240924,2024-09-24,2024,3,9,September,39,24,1,Tuesday
20240925,2024-09-25,2024,3,9,September,39,25,2,Wednesday
20240926,2024-09-26,2024,3,9,September,39,26,3,Thursday
20240927,2024-09-27,2024,3,9,September,39,27,4,Friday
20240928,2024-09-28,2024,3,9,September,39,28,5,Saturday
20240929,2024-09-29,2024,3,9,September,39,29,6,Sunday
20240930,2024-09-30,2024,3,9,September,40,30,0,Monday
20241001,2024-10-01,2024,4,10,October,40,1,1,Tuesday
20241002,2024-10-02,2024,4,10,October,40,2,2,Wednesday
20241003,2024-10-03,2024,4,10,October,40,3,3,Thursday
20241004,2024-10-04,2024,4,10,October,40,4,4,Friday
20241005,2024-10-05,2024,4,10,October,40,5,5,Saturday
20241006,2024-10-06,2024,4,10,October,40,6,6,Sunday
20241007,2024-10-07,2024,4,10,October,41,7,0,Monday
20241008,2024-10-08,2024,4,10,October,41,8,1,Tuesday
20241009,2024-10-09,2024,4,10,October,41,9,2,Wednesday
20241010,2024-10-10,2024,4,10,October,41,10,3,Thursday
20241011,2024-10-11,2024,4,10,October,41,11,4,Friday
20241012,2024-10-12,2024,4,10,October,41,12,5,Saturday
20241013,2024-10-13,2024,4,10,October,41,13,6,Sunday
20241014,2024-10-14,2024,4,10,October,42,14,0,Monday
20241015,2024-10-15,2024,4,10,October,42,15,1,Tuesday
20241016,2024-10-16,2024,4,10,October,42,16,2,Wednesday
20241017,2024-10-17,2024,4,10,October,42,17,3,Thursday
20241018,2024-10-18,2024,4,10,October,42,18,4,Friday
20241019,2024-10-19,2024,4,10,October,42,19,5,Saturday
20241020,2024-10-20,2024,4,10,October,42,20,6,Sunday
20241021,2024-10-21,2024,4,10,October,43,21,0,Monday
20241022,2024-10-22,2024,4,10,October,43,22,1,Tuesday
20241023,2024-10-23,2024,4,10,October,43,23,2,Wednesday
20241024,2024-10-24,2024,4,10,October,43,24,3,Thursday
20241025,2024-10-25,2024,4,10,October,43,25,4,Friday
20241026,2024-10-26,2024,4,10,October,43,26,5,Saturday
20241027,2024-10-27,2024,4,10,October,43,27,6,Sunday
20241028,2024-10-28,2024,4,10,October,44,28,0,Monday
20241029,2024-10-29,2024,4,10,October,44,29,1,Tuesday
20241030,2024-10-30,2024,4,10,October,44,30,2,Wednesday
20241031,2024-10-31,2024,4,10,October,44,31,3,Thursday
20241101,2024-11-01,2024,4,11,November,44,1,4,Friday
20241102,2024-11-02,2024,4,11,November,44,2,5,Saturday
20241103,2024-11-03,2024,4,11,November,44,3,6,Sunday
20241104,2024-11-04,2024,4,11,November,45,4,0,Monday
20241105,2024-11-05,2024,4,11,November,45,5,1,Tuesday
20241106,2024-11-06,2024,4,11,November,45,6,2,Wednesday
20241107,2024-11-07,2024,4,11,November,45,7,3,Thursday
20241108,2024-11-08,2024,4,11,November,45,8,4,Friday
20241109,2024-11-09,2024,4,11,November,45,9,5,Saturday
20241110,2024-11-10,2024,4,11,November,45,10,6,Sunday
20241111,2024-11-11,2024,4,11,November,46,11,0,Monday
20241112,2024-11-12,2024,4,11,November,46,12,1,Tuesday
20241113,2024-11-13,2024,4,11,November,46,13,2,Wednesday
20241114,2024-11-14,2024,4,11,November,46,14,3,Thursday
20241115,2024-11-15,2024,4,11,November,46,15,4,Friday
20241116,2024-11-16,2024,4,11,November,46,16,5,Saturday
20241117,2024-11-17,2024,4,11,November,46,17,6,Sunday
20241118,2024-11-18,2024,4,11,November,47,18,0,Monday
20241119,2024-11-19,2024,4,11,November,47,19,1,Tuesday
20241120,2024-11-20,2024,4,11,November,47,20,2,Wednesday
20241121,2024-11-21,2024,4,11,November,47,21,3,Thursday
20241122,2024-11-22,2024,4,11,November,47,22,4,Friday
20241123,2024-11-23,2024,4,11,November,47,23,5,Saturday
20241124,2024-11-24,2024,4,11,November,47,24,6,Sunday
20241125,2024-11-25,2024,4,11,November,48,25,0,Monday
20241126,2024-11-26,2024,4,11,November,48,26,1,Tuesday
20241127,2024-11-27,2024,4,11,November,48,27,2,Wednesday
20241128,2024-11-28,2024,4,11,November,48,28,3,Thursday
20241129,2024-11-29,2024,4,11,November,48,29,4,Friday
20241130,2024-11-30,2024,4,11,November,48,30,5,Saturday
20241201,2024-12-01,2024,4,12,December,48,1,6,Sunday
20241202,2024-12-02,2024,4,12,December,49,2,0,Monday
20241203,2024-12-03,2024,4,12,December,49,3,1,Tuesday
20241204,2024-12-04,2024,4,12,December,49,4,2,Wednesday
20241205,2024-12-05,2024,4,12,December,49,5,3,Thursday
20241206,2024-12-06,2024,4,12,December,49,6,4,Friday
20241207,2024-12-07,2024,4,12,December,49,7,5,Saturday
20241208,2024-12-08,2024,4,12,December,49,8,6,Sunday
20241209,2024-12-09,2024,4,12,December,50,9,0,Monday
20241210,2024-12-10,2024,4,12,December,50,10,1,Tuesday
20241211,2024-12-11,2024,4,12,December,50,11,2,Wednesday
20241212,2024-12-12,2024,4,12,December,50,12,3,Thursday
20241213,2024-12-13,2024,4,12,December,50,13,4,Friday
20241214,2024-12-14,2024,4,12,December,50,14,5,Saturday
20241215,2024-12-15,2024,4,12,December,50,15,6,Sunday
20241216,2024-12-16,2024,4,12,December,51,16,0,Monday
20241217,2024-12-17,2024,4,12,December,51,17,1,Tuesday
20241218,2024-12-18,2024,4,12,December,51,18,2,Wednesday
20241219,2024-12-19,2024,4,12,December,51,19,3,Thursday
20241220,2024-12-20,2024,4,12,December,51,20,4,Friday
20241221,2024-12-21,2024,4,12,December,51,21,5,Saturday
20241222,2024-12-22,2024,4,12,December,51,22,6,Sunday
20241223,2024-12-23,2024,4,12,December,52,23,0,Monday
20241224,2024-12-24,2024,4,12,December,52,24,1,Tuesday
20241225,2024-12-25,2024,4,12,December,52,25,2,Wednesday
20241226,2024-12-26,2024,4,12,December,52,26,3,Thursday
20241227,2024-12-27,2024,4,12,December,52,27,4,Friday
20241228,2024-12-28,2024,4,12,December,52,28,5,Saturday
20241229,2024-12-29,2024,4,12,December,52,29,6,Sunday
20241230,2024-12-30,2024,4,12,December,1,30,0,Monday
20241231,2024-12-31,2024,4,12,December,1,31,1,Tuesday
20250101,2025-01-01,2025,1,1,January,1,1,2,Wednesday
20250102,2025-01-02,2025,1,1,January,1,2,3,Thursday
20250103,2025-01-03,2025,1,1,January,1,3,4,Friday
20250104,2025-01-04,2025,1,1,January,1,4,5,Saturday
20250105,2025-01-05,2025,1,1,January,1,5,6,Sunday
20250106,2025-01-06,2025,1,1,January,2,6,0,Monday
20250107,2025-01-07,2025,1,1,January,2,7,1,Tuesday
20250108,2025-01-08,2025,1,1,January,2,8,2,Wednesday
20250109,2025-01-09,2025,1,1,January,2,9,3,Thursday
20250110,2025-01-10,2025,1,1,January,2,10,4,Friday
20250111,2025-01-11,2025,1,1,January,2,11,5,Saturday
20250112,2025-01-12,2025,1,1,January,2,12,6,Sunday
20250113,2025-01-13,2025,1,1,January,3,13,0,Monday
20250114,2025-01-14,2025,1,1,January,3,14,1,Tuesday
20250115,2025-01-15,2025,1,1,January,3,15,2,Wednesday
20250116,2025-01-16,2025,1,1,January,3,16,3,Thursday
20250117,2025-01-17,2025,1,1,January,3,17,4,Friday
20250118,2025-01-18,2025,1,1,January,3,18,5,Saturday
20250119,2025-01-19,2025,1,1,January,3,19,6,Sunday
20250120,2025-01-20,2025,1,1,January,4,20,0,Monday
20250121,2025-01-21,2025,1,1,January,4,21,1,Tuesday
20250122,2025-01-22,2025,1,1,January,4,22,2,Wednesday
20250123,2025-01-23,2025,1,1,January,4,23,3,Thursday
20250124,2025-01-24,2025,1,1,January,4,24,4,Friday
20250125,2025-01-25,2025,1,1,January,4,25,5,Saturday
20250126,2025-01-26,2025,1,1,January,4,26,6,Sunday
20250127,2025-01-27,2025,1,1,January,5,27,0,Monday
20250128,2025-01-28,2025,1,1,January,5,28,1,Tuesday
20250129,2025-01-29,2025,1,1,January,5,29,2,Wednesday
20250130,2025-01-30,2025,1,1,January,5,30,3,Thursday
20250131,2025-01-31,2025,1,1,January,5,31,4,Friday
20250201,2025-02-01,2025,1,2,February,5,1,5,Saturday
20250202,2025-02-02,2025,1,2,February,5,2,6,Sunday
20250203,2025-02-03,2025,1,2,February,6,3,0,Monday
20250204,2025-02-04,2025,1,2,February,6,4,1,Tuesday
20250205,2025-02-05,2025,1,2,February,6,5,2,Wednesday
20250206,2025-02-06,2025,1,2,February,6,6,3,Thursday
20250207,2025-02-07,2025,1,2,February,6,7,4,Friday
20250208,2025-02-08,2025,1,2,February,6,8,5,Saturday
20250209,2025-02-09,2025,1,2,February,6,9,6,Sunday
20250210,2025-02-10,2025,1,2,February,7,10,0,Monday
20250211,2025-02-11,2025,1,2,February,7,11,1,Tuesday
20250212,2025-02-12,2025,1,2,February,7,12,2,Wednesday
20250213,2025-02-13,2025,1,2,February,7,13,3,Thursday
20250214,2025-02-14,2025,1,2,February,7,14,4,Friday
20250215,2025-02-15,2025,1,2,February,7,15,5,Saturday
20250216,2025-02-16,2025,1,2,February,7,16,6,Sunday
20250217,2025-02-17,2025,1,2,February,8,17,0,Monday
20250218,2025-02-18,2025,1,2,February,8,18,1,Tuesday
20250219,2025-02-19,2025,1,2,February,8,19,2,Wednesday
20250220,2025-02-20,2025,1,2,February,8,20,3,Thursday
20250221,2025-02-21,2025,1,2,February,8,21,4,Friday
20250222,2025-02-22,2025,1,2,February,8,22,5,Saturday
20250223,2025-02-23,2025,1,2,February,8,23,6,Sunday
20250224,2025-02-24,2025,1,2,February,9,24,0,Monday
20250225,2025-02-25,2025,1,2,February,9,25,1,Tuesday
20250226,2025-02-26,2025,1,2,February,9,26,2,Wednesday
20250227,2025-02-27,2025,1,2,February,9,27,3,Thursday
20250228,2025-02-28,2025,1,2,February,9,28,4,Friday
20250301,2025-03-01,2025,1,3,March,9,1,5,Saturday
20250302,2025-03-02,2025,1,3,March,9,2,6,Sunday
20250303,2025-03-03,2025,1,3,March,10,3,0,Monday
20250304,2025-03-04,2025,1,3,March,10,4,1,Tuesday
20250305,2025-03-05,2025,1,3,March,10,5,2,Wednesday
20250306,2025-03-06,2025,1,3,March,10,6,3,Thursday
20250307,2025-03-07,2025,1,3,March,10,7,4,Friday
20250308,2025-03-08,2025,1,3,March,10,8,5,Saturday
20250309,2025-03-09,2025,1,3,March,10,9,6,Sunday
20250310,2025-03-10,2025,1,3,March,11,10,0,Monday
20250311,2025-03-11,2025,1,3,March,11,11,1,Tuesday
20250312,2025-03-12,2025,1,3,March,11,12,2,Wednesday
20250313,2025-03-13,2025,1,3,March,11,13,3,Thursday
20250314,2025-03-14,2025,1,3,March,11,14,4,Friday
20250315,2025-03-15,2025,1,3,March,11,15,5,Saturday
20250316,2025-03-16,2025,1,3,March,11,16,6,Sunday
20250317,2025-03-17,2025,1,3,March,12,17,0,Monday
20250318,2025-03-18,2025,1,3,March,12,18,1,Tuesday
20250319,2025-03-19,2025,1,3,March,12,19,2,Wednesday
20250320,2025-03-20,2025,1,3,March,12,20,3,Thursday
20250321,2025-03-21,2025,1,3,March,12,21,4,Friday
20250322,2025-03-22,2025,1,3,March,12,22,5,Saturday
20250323,2025-03-23,2025,1,3,March,12,23,6,Sunday
20250324,2025-03-24,2025,1,3,March,13,24,0,Monday
